dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
mnist,MNIST,FuzzyART_binary,1,70000,784,10,1,0.75,MNIST,70000,784,10,0.0322519543016174,0.33562782744085107,0.039468885728940334,0.3517081197949617,597.524752356112,789.9428675810341,5935,297794560.0,binary,35000,35000,ok,,
