dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
mnist,MNIST,FuzzyART_continuous,0,70000,784,10,0,0.75,MNIST,70000,784,10,0.015114556040194679,0.32022684768556203,0.02219638628293409,0.3494579276600025,649.9782681709621,876.152245749021,6487,325491712.0,continuous,35000,35000,ok,,
