dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
mnist,MNIST,ART1,3,70000,784,10,4,0.25,MNIST,70000,784,10,0.09400075625554534,0.3232448213592415,0.08230409125438833,0.20163709292042353,4.145484953885898,2.9234243750106543,7,2809856.0,binary,35000,35000,ok,,
