dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,1,0.5,ucimlrepo,94,4601,57,2,0.2309723173020689,0.24991645962133005,-0.02030290103993927,0.01539833537414392,0.002822343958541751,0.0018902909941971302,3,10944.0,binary,2300,2301,ok,,
