dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
uci_har,UCI_HAR_ZIP,BinaryFuzzyART,4,10299,561,6,1,0.75,zip,10299,561,6,0.0740794211160023,0.3757360240560314,0.10527053888214691,0.37869988262775967,0.4243492879995756,0.7804450750008982,577,1122.0,binary,5149,5150,ok,,
