dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
pendigits,UCI_81_PenDigits,BinaryFuzzyART,0,10992,16,10,4,0.5,ucimlrepo,81,10992,16,10,0.41405156790228925,0.6004649045808235,0.34113238427402487,0.5320891920591998,0.004414780996739864,0.010095119941979647,28,96.0,binary,5496,5496,ok,,
