dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
pendigits,UCI_81_PenDigits,FuzzyART_binary,4,10992,16,10,16,0.5,ucimlrepo,81,10992,16,10,0.3648843397217219,0.6462744694788745,0.35016081986261455,0.6393796899428857,0.47571433399934904,0.6511175099985849,99,1622016.0,binary,5496,5496,ok,,
