dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,ART1,0,4601,57,2,8,0.5,ucimlrepo,94,4601,57,2,0.019352024206612924,0.06023738079632221,0.020653694615406504,0.09910999373989618,2.912870132829994,2.5533442618325353,1033,60294144.0,binary,2300,2301,ok,,
