dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
mnist,MNIST,ART1,3,70000,784,10,1,0.25,MNIST,70000,784,10,0.13931060616848842,0.3541058885498132,0.17229973563928183,0.30445910552491007,10.424275689059868,7.814520534826443,117,11741184.0,binary,35000,35000,ok,,
