dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
uci_har,UCI_HAR_ZIP,BinaryFuzzyART,1,10299,561,6,1,0.5,zip,10299,561,6,0.3053514416509813,0.49785801069267643,0.3239662099697135,0.4770259968089109,0.06053600995801389,0.09373138495720923,68,1122.0,binary,5149,5150,ok,,
