dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,status,error,traceback
mnist,MNIST,BinaryFuzzyART,0,70000,784,10,4,0.5,MNIST,70000,784,10,error,RuntimeError('weights[i] must have bool or integer dtype.'),"Traceback (most recent call last):
  File ""/home/nmmz76/BFA_Experiments/BFA_experiments/art_tests_parallel.py"", line 188, in run_one_trial
    out = test.fn(X, y, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/nmmz76/BFA_Experiments/BFA_experiments/experiment_utils.py"", line 619, in run_binaryfuzzyart
    y_pred = cls.predict(X_test)
             ^^^^^^^^^^^^^^^^^^^
  File ""/home/nmmz76/BFA_Experiments/.venv/lib/python3.12/site-packages/artlib/optimized/backends/cpp/BinaryFuzzyART.py"", line 182, in predict
    y_a = PredictBinaryFuzzyART(
          ^^^^^^^^^^^^^^^^^^^^^^
RuntimeError: weights[i] must have bool or integer dtype.
"
