dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
uci_har,UCI_HAR_ZIP,FuzzyART_binary,1,10299,561,6,16,0.75,zip,10299,561,6,0.12237079959712295,0.4570208973939598,0.15800880897708616,0.4543987301591626,68.82572763809003,68.58114917296916,300,172339200.0,binary,5149,5150,ok,,
