dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,8,0.75,ucimlrepo,94,4601,57,2,0.16734844568521035,0.2623713788356921,0.0712427216296691,0.0754070359170805,0.05419556610286236,0.04911928600631654,9,262656.0,binary,2300,2301,ok,,
