dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,ART1,4,4601,57,2,4,0.5,ucimlrepo,94,4601,57,2,0.015290266352094208,0.06592109993116871,0.011597550417952181,0.08679542051351885,0.537063951998789,0.3846004309998534,317,9251328.0,binary,2300,2301,ok,,
