dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,ari_train,ami_train,ari_test,ami_test,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback,ds_uci_id
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,8,0.5,ucimlrepo,4601,57,2,0.2454076801312094,0.287914926801219,0.0793183797190497,0.1321520373250407,0.0250677280128002,0.0192182559985667,3,87552.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,8,0.75,ucimlrepo,4601,57,2,0.1673484456852103,0.2623713788356921,0.0712427216296691,0.0754070359170805,0.0541955661028623,0.0491192860063165,9,262656.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,8,0.9,ucimlrepo,4601,57,2,0.0331630524436019,0.1620811200918004,0.0399027164222134,0.0913351352555079,0.1901143789291381,0.1918621589429676,39,1138176.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,16,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0399654479697346,0.0247055331710726,1,58368.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,16,0.25,ucimlrepo,4601,57,2,0.1123302788036748,0.1705186843113375,0.1246522935810173,0.0820252608755834,0.0482220428530126,0.0364276920445263,2,116736.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,16,0.5,ucimlrepo,4601,57,2,0.443497304721189,0.4704116168553517,0.1657828026448819,0.2125106815519325,0.0569921729620546,0.0458248371724039,3,175104.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,16,0.75,ucimlrepo,4601,57,2,0.1464303166893485,0.2566001982952822,0.101969020816676,0.1606161084731865,0.1528744590468704,0.1315857609733939,12,700416.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,3,4601,57,2,16,0.9,ucimlrepo,4601,57,2,0.0319660373259488,0.1939850167165616,0.0198112333117724,0.1282076787977302,0.5568195530213416,0.5706657390110195,58,3385344.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,1,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0020492889452725,0.0010452279821038,1,3648.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,1,0.25,ucimlrepo,4601,57,2,0.9097083158617716,0.8382671247761783,-0.02484414032074,0.0334740304262544,0.0039138870779424,0.0024715529289096,2,7296.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,1,0.5,ucimlrepo,4601,57,2,0.1234929783523767,0.1571257128735809,-0.0171112321819335,0.030352183038697,0.002726990962401,0.0018259761855006,3,10944.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,1,0.75,ucimlrepo,4601,57,2,0.1312815357111819,0.2874232500979372,-0.020367628035532,0.0328062460627514,0.0041799729224294,0.0032590550836175,6,21888.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,1,0.9,ucimlrepo,4601,57,2,0.0298613867623477,0.2124994445233583,-0.020411252599841,0.0556536078348881,0.0082996559794992,0.0071945840027183,16,58368.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,4,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0081575559452176,0.0042839171364903,1,14592.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,4,0.25,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0081277838908135,0.0043854860123246,1,14592.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,4,0.5,ucimlrepo,4601,57,2,0.5408841532550603,0.4529384344105608,-0.0074695718821816,0.0896869574844695,0.0096986650023609,0.0066960910335183,2,29184.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,4,0.75,ucimlrepo,4601,57,2,0.2496472929349362,0.3272488483670124,0.0590345571469081,0.0389668898786259,0.0174932149238884,0.0158837970811873,6,87552.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,4,0.9,ucimlrepo,4601,57,2,0.0613497734755481,0.2187731606133963,-0.0032528657828173,0.0601592529872677,0.0505986360367387,0.0462038819678127,19,277248.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,8,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0177028288599103,0.0115535459481179,1,29184.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,8,0.25,ucimlrepo,4601,57,2,0.0251721029937353,0.0526773505863392,-0.0043922657672703,0.0005776247657821,0.01926638209261,0.0155346591491252,2,58368.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,8,0.5,ucimlrepo,4601,57,2,0.0929232116566375,0.0890352013040269,0.0589550295737389,0.0543679083332695,0.0260625220835208,0.0206349131185561,3,87552.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,8,0.75,ucimlrepo,4601,57,2,0.1629335582171229,0.2872683027284328,0.0970302833751084,0.1140556039961375,0.0507724289782345,0.046940165804699,9,262656.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,8,0.9,ucimlrepo,4601,57,2,0.0348078173798522,0.1659472281657295,0.0314030739955728,0.0839053602478174,0.182349185924977,0.1794099218677729,36,1050624.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,16,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0431668609380722,0.0259794741868972,1,58368.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,16,0.25,ucimlrepo,4601,57,2,0.3219511209344787,0.3555008936123074,0.1247379039766961,0.113707529652761,0.0446453678887337,0.0364488728810101,2,116736.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,16,0.5,ucimlrepo,4601,57,2,0.52531242362446,0.5812447117300614,0.1728710995804455,0.2432784370339036,0.0668024560436606,0.0468247160315513,3,175104.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,16,0.75,ucimlrepo,4601,57,2,0.1576668464290189,0.2344169869133662,0.1166698958279406,0.1150222870865673,0.1345788550097495,0.1200146588962525,11,642048.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_binary,4,4601,57,2,16,0.9,ucimlrepo,4601,57,2,0.0378364588362103,0.2006813523699897,0.028393346200417,0.1154959262212142,0.5553117340896279,0.5519054839387536,56,3268608.0,binary,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,0,4601,57,2,0,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0018439618870615,0.0008734848815947,1,3648.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,0,4601,57,2,0,0.25,ucimlrepo,4601,57,2,0.2628970563803319,0.3085065315787704,0.2962176798832754,0.2138104030929896,0.0021949261426925,0.0013567570131272,2,7296.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,0,4601,57,2,0,0.5,ucimlrepo,4601,57,2,0.3679448547921271,0.3982368120801426,0.1915310415416905,0.1626593661824359,0.0030106748454272,0.0021801399998366,4,14592.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,0,4601,57,2,0,0.75,ucimlrepo,4601,57,2,0.1050829795822545,0.2710688976315311,0.0660667425219883,0.1711931297675806,0.0080677431542426,0.0073754920158535,16,58368.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,0,4601,57,2,0,0.9,ucimlrepo,4601,57,2,0.0219009845409197,0.2140261691268039,0.0180876381578441,0.1562637633413401,0.0429764490108937,0.042236371897161,100,364800.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,1,4601,57,2,0,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0020715449936687,0.0008977088145911,1,3648.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,1,4601,57,2,0,0.25,ucimlrepo,4601,57,2,0.0781145674840403,0.130798953865794,0.1471985620004516,0.0928588046956537,0.002071252092719,0.0012815799564123,2,7296.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,1,4601,57,2,0,0.5,ucimlrepo,4601,57,2,0.4038815711503681,0.4227684620327606,0.1986370861869968,0.2056336380568978,0.0030289818532764,0.0022029411047697,4,14592.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,1,4601,57,2,0,0.75,ucimlrepo,4601,57,2,0.1247383470568572,0.3070041577633565,0.115781951809378,0.2214062318059021,0.0079142150934785,0.0070429099723696,16,58368.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,1,4601,57,2,0,0.9,ucimlrepo,4601,57,2,0.0218456935112665,0.2171496136197207,0.0185632120941173,0.1598471865665109,0.0437779830008366,0.0424921229987376,100,364800.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,2,4601,57,2,0,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0019647411536425,0.000897048972547,1,3648.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,2,4601,57,2,0,0.25,ucimlrepo,4601,57,2,0.0514783799056575,0.0950298824917309,0.096251047075881,0.0642179337882196,0.0030806418508291,0.0020233760587871,2,7296.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,2,4601,57,2,0,0.5,ucimlrepo,4601,57,2,0.4401391333142959,0.4506679158401104,0.1266185002138817,0.1942613045422173,0.0029425139073282,0.001722457120195,3,10944.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,2,4601,57,2,0,0.75,ucimlrepo,4601,57,2,0.1471332967241953,0.2976021047280571,0.1337894028310164,0.215460256297819,0.0081046279519796,0.0068956990726292,15,54720.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,2,4601,57,2,0,0.9,ucimlrepo,4601,57,2,0.0221336310397687,0.2116673913650589,0.0193796827864599,0.1636280402524295,0.0430464120581746,0.0416189779061824,100,364800.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,3,4601,57,2,0,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.0018604090437293,0.000866285059601,1,3648.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,3,4601,57,2,0,0.25,ucimlrepo,4601,57,2,0.2678040140416153,0.3124953662321688,0.309088532610802,0.2206793722820277,0.0022495780140161,0.0013599931262433,2,7296.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,3,4601,57,2,0,0.5,ucimlrepo,4601,57,2,0.4028285884569628,0.4313599647030099,0.1179453628227448,0.1718514450527964,0.0030618770979344,0.0021969019435346,4,14592.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,3,4601,57,2,0,0.75,ucimlrepo,4601,57,2,0.1199061197301697,0.2899296795699668,0.0818271244127706,0.201634705527652,0.0086272628977894,0.0072216768749058,16,58368.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,3,4601,57,2,0,0.9,ucimlrepo,4601,57,2,0.0223015682220873,0.2079478367125229,0.01725964125927,0.1541633217630819,0.0442974749021232,0.0433855480514466,102,372096.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,4,4601,57,2,0,0.0,ucimlrepo,4601,57,2,0.0,0.0,0.0,0.0,0.001846499973908,0.0008539541158825,1,3648.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,4,4601,57,2,0,0.25,ucimlrepo,4601,57,2,0.4335402304865217,0.4409528408550321,0.3662526500600484,0.2702096392433972,0.0035515080671757,0.0022230970207601,2,7296.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,4,4601,57,2,0,0.5,ucimlrepo,4601,57,2,0.421164694224888,0.4657507191407682,0.0738156712364887,0.1562866753605211,0.0030128799844533,0.0021182119380682,4,14592.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,4,4601,57,2,0,0.75,ucimlrepo,4601,57,2,0.1206044821955199,0.2672448190518385,0.0774251849601691,0.1967078653883111,0.0074278630781918,0.0061779539100825,14,51072.0,continuous,2300,2301,ok,,,94.0
Spambase,UCI_94_Spambase,FuzzyART_continuous,4,4601,57,2,0,0.9,ucimlrepo,4601,57,2,0.0234965817078215,0.2152683817692131,0.021720267622374,0.161878545845622,0.0449399899225682,0.0417646681889891,99,361152.0,continuous,2300,2301,ok,,,94.0
mnist,MNIST,ART1,0,70000,784,10,1,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,0.5450846960302442,0.3503334729466587,1,100352.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,1,0.25,MNIST,70000,784,10,0.0874507475805993,0.3351821411903027,0.0954122241376174,0.2709762266908292,10.464360043872148,7.981979466043413,122,12242944.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,1,0.5,MNIST,70000,784,10,2.930140566111466e-07,7.535921609212338e-05,0.051132132190373,0.0993880591188786,3125.4452799619175,2607.804195692064,34992,3511517184.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,1,0.75,MNIST,70000,784,10,0.0,1.075524637998802e-11,0.0007355534627343,0.1410108949580127,3148.931423603999,2608.693815619001,35000,3512320000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,1,0.9,MNIST,70000,784,10,0.0,1.075524637998802e-11,0.0007355534627343,0.1410108949580127,3195.695337399142,2652.450461552944,35000,3512320000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,4,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,2.2219940119994135,1.3694483020008192,1,401408.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,4,0.25,MNIST,70000,784,10,0.0890539635816926,0.313882473943046,0.0236472758791576,0.1456309886906857,4.105033654952422,3.145095176063478,8,3211264.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,4,0.5,MNIST,70000,784,10,0.0,1.075524637998802e-11,0.0007312526474426,0.1416134974351629,12093.854195473015,10281.058107204037,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,4,0.75,MNIST,70000,784,10,0.0,1.075524637998802e-11,0.0007312526474426,0.1416134974351629,12212.35247839312,10325.951491490938,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,4,0.9,MNIST,70000,784,10,0.0,1.075524637998802e-11,0.0007312526474426,0.1416134974351629,12120.997321118137,10137.580553826876,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,8,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,4.261836027000754,2.6854992650005443,1,802816.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,8,0.25,MNIST,70000,784,10,0.0644971852588884,0.2962616148286838,0.0543609079990644,0.220311067178671,28.975460898131132,22.533126703929156,40,32112640.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,8,0.5,MNIST,70000,784,10,0.0,1.075524637998802e-11,0.0007330857828869,0.1418657821795065,24504.71596914204,20944.87124406593,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,8,0.75,MNIST,70000,784,10,0.0,1.075524637998802e-11,0.0007330857828869,0.1418657821795065,25064.145297398092,20296.269537361102,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,8,0.9,MNIST,70000,784,10,0.0,1.075524637998802e-11,0.0007330857828869,0.1418657821795065,24529.39697923209,19688.94157369691,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,16,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,8.78016696497798,5.514360517961904,1,1605632.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,0,70000,784,10,16,0.25,MNIST,70000,784,10,0.1832878319249404,0.4305412779601873,0.1327004038109293,0.2908875301559942,149.0229024181608,118.2833442320116,107,171802624.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,1,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,0.5626819340977818,0.3562146998010576,1,100352.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,1,0.25,MNIST,70000,784,10,0.1158176040421363,0.3273434503796237,0.1249180280686074,0.2880319153317764,12.161087091000809,9.132959176997248,131,13146112.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,1,0.5,MNIST,70000,784,10,2.930128157176794e-07,8.134010165306959e-05,0.0411130536571824,0.1030808629889178,3293.7632119049995,2681.5007593269984,34991,3511416832.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,1,0.75,MNIST,70000,784,10,0.0,2.1413638772907e-11,0.0007378249591331,0.1414091471201219,3211.430384245002,2662.751018563984,35000,3512320000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,1,0.9,MNIST,70000,784,10,0.0,2.1413638772907e-11,0.0007378249591331,0.1414091471201219,3185.4815365860704,2618.789888165891,35000,3512320000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,4,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,2.1881281950045377,1.380976663902402,1,401408.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,4,0.25,MNIST,70000,784,10,0.0767165136977197,0.296664824482005,0.025371675754256,0.1449205555951751,4.127622897969559,3.2037489018402994,8,3211264.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,4,0.5,MNIST,70000,784,10,0.0,2.1413638772907e-11,0.0007386799707232,0.1417104764313657,12025.090770231793,10064.550286769869,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,4,0.75,MNIST,70000,784,10,0.0,2.1413638772907e-11,0.0007386799707232,0.1417104764313657,12102.260778033176,9999.756691280054,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,4,0.9,MNIST,70000,784,10,0.0,2.1413638772907e-11,0.0007386799707232,0.1417104764313657,11994.098835126964,10132.682482487056,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,8,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,4.471636068075895,2.7693683011457324,1,802816.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,8,0.25,MNIST,70000,784,10,0.0697908212833584,0.2886834197157139,0.0620021808942202,0.2091033612384575,29.417067705999216,23.19213875100104,40,32112640.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,8,0.5,MNIST,70000,784,10,0.0,2.1413638772907e-11,0.0007330197904407,0.1412605877724559,25402.042856460204,20308.431915114867,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,8,0.75,MNIST,70000,784,10,0.0,2.1413638772907e-11,0.0007330197904407,0.1412605877724559,24204.35241479799,20187.09211317007,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,8,0.9,MNIST,70000,784,10,0.0,2.1413638772907e-11,0.0007330197904407,0.1412605877724559,24553.506242409818,20346.90736209904,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,16,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,8.892884910106659,5.468255455140024,1,1605632.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,1,70000,784,10,16,0.25,MNIST,70000,784,10,0.156722025326892,0.415046106833174,0.1913942670066042,0.3197492216418502,140.79137132083997,112.74148113513364,99,158957568.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,1,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,0.5453418418765068,0.3489202589262277,1,100352.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,1,0.25,MNIST,70000,784,10,0.1107975032872891,0.3414907832939122,0.1350259559160526,0.3002912735226907,10.44740746403113,7.946838781936094,119,11941888.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,1,0.5,MNIST,70000,784,10,2.051105158161299e-07,5.5144438207006454e-05,0.0436209436189076,0.1040084265768417,3169.796941759065,2614.6981978320982,34994,3511717888.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,1,0.75,MNIST,70000,784,10,0.0,1.7053917985453397e-11,0.0007527411620914,0.1429651606255218,3340.5923379531596,2739.1134919009637,35000,3512320000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,1,0.9,MNIST,70000,784,10,0.0,1.7053917985453397e-11,0.0007527411620914,0.1429651606255218,3085.201353040058,2515.158096577972,35000,3512320000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,4,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,2.215704520000145,1.3667659249622377,1,401408.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,4,0.25,MNIST,70000,784,10,0.1501478653727641,0.4067991838211888,0.0802307542672363,0.1946015772869547,4.143625832861289,3.175217053154483,8,3211264.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,4,0.5,MNIST,70000,784,10,0.0,1.7053917985453397e-11,0.000734699344215,0.142172255216136,12087.230043765156,10355.31995296292,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,4,0.75,MNIST,70000,784,10,0.0,1.7053917985453397e-11,0.000734699344215,0.142172255216136,12618.274500560949,10391.034363598796,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,4,0.9,MNIST,70000,784,10,0.0,1.7053917985453397e-11,0.000734699344215,0.142172255216136,12028.768963766051,10003.466588198906,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,8,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,4.340017808834091,2.7514849158469588,1,802816.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,8,0.25,MNIST,70000,784,10,0.096409711827881,0.3270728244589185,0.1251024004634277,0.2654257966344306,31.35275810211897,24.421220624120902,43,34521088.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,8,0.5,MNIST,70000,784,10,0.0,1.7053917985453397e-11,0.0007363693281958,0.1426202273821928,28218.64838126488,23518.99470538599,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,8,0.75,MNIST,70000,784,10,0.0,1.7053917985453397e-11,0.0007363693281958,0.1426202273821928,24565.511714413995,20677.125309455907,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,8,0.9,MNIST,70000,784,10,0.0,1.7053917985453397e-11,0.0007363693281958,0.1426202273821928,22738.68964363099,19377.083217347972,35000,28098560000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,16,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,8.707091130781919,5.434602077119052,1,1605632.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,2,70000,784,10,16,0.25,MNIST,70000,784,10,0.1674390970638235,0.4352074638152753,0.1900322485368131,0.324828739059869,150.1652957801707,118.65874516195618,106,170196992.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,1,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,0.5503695798106492,0.3504187660291791,1,100352.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,1,0.25,MNIST,70000,784,10,0.1393106061684884,0.3541058885498132,0.1722997356392818,0.30445910552491,10.424275689059868,7.814520534826443,117,11741184.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,1,0.5,MNIST,70000,784,10,3.2231957642076154e-07,8.409121951160474e-05,0.0557395739205186,0.1012621122456735,3182.3657202660106,2643.103682899149,34991,3511416832.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,1,0.75,MNIST,70000,784,10,0.0,7.906585043246172e-12,0.0007398889279541,0.1414318964895135,3126.598540619947,2544.159712760942,35000,3512320000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,1,0.9,MNIST,70000,784,10,0.0,7.906585043246172e-12,0.0007398889279541,0.1414318964895135,3162.0524765560403,2631.3591465600766,35000,3512320000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,4,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,2.159520209999755,1.3464222990442067,1,401408.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,4,0.25,MNIST,70000,784,10,0.0940007562555453,0.3232448213592415,0.0823040912543883,0.2016370929204235,4.145484953885898,2.9234243750106543,7,2809856.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,4,0.5,MNIST,70000,784,10,0.0,7.906585043246172e-12,0.0007233555189567,0.1404271083127728,12140.743191098096,10403.353251531951,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,4,0.75,MNIST,70000,784,10,0.0,7.906585043246172e-12,0.0007233555189567,0.1404271083127728,11943.269350734074,10096.216559106018,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,4,0.9,MNIST,70000,784,10,0.0,7.906585043246172e-12,0.0007233555189567,0.1404271083127728,11934.943795531988,10051.888895227808,35000,14049280000.0,binary,35000,35000,ok,,,
mnist,MNIST,ART1,3,70000,784,10,8,0.0,MNIST,70000,784,10,0.0,0.0,0.0,0.0,4.418268849141896,2.7142995100002736,1,802816.0,binary,35000,35000,ok,,,
