dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,memory_bits,variant,n_train,n_test,status,error,traceback
uci_har,UCI_HAR_ZIP,SGDClassifier_binary,1,10299,561,6,1,0.0,zip,10299,561,6,0.9122330097087379,0.06834047706797719,0.0056862549390643835,216320.0,binary(loss=log_loss),5149,5150,ok,,
