dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,MultinomialNB,3,4601,57,2,1,0.0,ucimlrepo,94,4601,57,2,0.6184267709691439,0.002237290027551353,0.0004689920460805297,14976.0,binary,2300,2301,ok,,
