dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,SGDClassifier_continuous,0,4601,57,2,0,0.0,ucimlrepo,94,4601,57,2,0.6345067362016514,0.0027754500042647123,0.0003394189989194274,2144.0,continuous(loss=log_loss),2300,2301,ok,,
