dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
uci_har,UCI_HAR_ZIP,FuzzyARTMAP_binary,1,10299,561,6,4,0.5,zip,10299,561,6,0.6710679611650485,0.9680294350255281,0.8930478340480477,13,1867047.0,binary,5149,5150,ok,,
