dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,memory_bits,variant,n_train,n_test,status,error,traceback
uci_har,UCI_HAR_ZIP,SGDClassifier_binary,2,10299,561,6,16,0.0,zip,10299,561,6,0.946990291262136,0.59081448498182,0.1179572360124439,3447680.0,binary(loss=log_loss),5149,5150,ok,,
