dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,ART1MAP,2,4601,57,2,8,0.9,ucimlrepo,94,4601,57,2,0.7883528900478053,6.863817228935659,7.4763786810217425,2300,134246400.0,binary,2300,2301,ok,,
