dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
uci_har,UCI_HAR_ZIP,ART1MAP,2,10299,561,6,4,0.0,zip,10299,561,6,0.6780582524271844,0.5855647179996595,0.24499993002973497,7,2010645.0,binary,5149,5150,ok,,
