dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,memory_bits,variant,n_train,n_test,status,error,traceback
mnist,MNIST,SGDClassifier_binary,1,70000,784,10,8,0.0,MNIST,70000,784,10,0.8886857142857143,6.157662315061316,0.573680268949829,4015168.0,binary(loss=log_loss),35000,35000,ok,,
