dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
mnist,MNIST,ART1MAP,2,70000,784,10,16,0.0,MNIST,70000,784,10,0.2853428571428571,48.81881913403049,50.918660521972924,49,78676164.0,binary,35000,35000,ok,,
