dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
pendigits,UCI_81_PenDigits,FuzzyARTMAP_continuous,0,10992,16,10,0,0.0,ucimlrepo,81,10992,16,10,0.7221615720524017,0.007353118038736284,0.005609391024336219,22,22616.0,continuous,5496,5496,ok,,
