dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,n_clusters,memory_bits,variant,n_train,n_test,status,error,traceback
Spambase,UCI_94_Spambase,BinaryFuzzyARTMAP,2,4601,57,2,1,0.9,ucimlrepo,94,4601,57,2,0.46936114732724904,0.0042014120845124125,0.0028288839384913445,18,0.0,binary,2300,2301,ok,,
