dataset,dataset_spec,model,random_state,n_samples,n_features,n_classes,n_bits,rho,ds_source,ds_uci_id,ds_n_samples,ds_n_features,ds_n_classes,accuracy,train_time_s,pred_time_s,memory_bits,variant,n_train,n_test,status,error,traceback
pendigits,UCI_81_PenDigits,SGDClassifier_binary,0,10992,16,10,4,0.0,ucimlrepo,81,10992,16,10,0.86863173216885,0.027812184067443013,0.004170406959019601,42368.0,binary(loss=log_loss),5496,5496,ok,,
